StockCode, Description, Sales, Returns, NetQuantity, Revenue_Sales, Revenue_Returns, NetRevenue, NumTransactions, NumUniqueCustomers, KMeans_Cluster, DBSCAN_Cluster
15056P,EDWARDIAN PARASOL PINK,-66.04864059894645,-3.3805147379799623,-64.526227971534,77.31176664411046,10.422420784118273,74.32949695506046,139,89,1,0
15058A,BLUE POLKADOT GARDEN PARASOL,-37.39831579422914,-0.18339717606550066,-36.72572029362852,14.167577096799974,9.444895478229146,12.59812530045714,55,41,0,0
15058B,PINK POLKADOT GARDEN PARASOL,-29.32608127471931,1.0636595353202756,-28.930821439424324,11.068718157008474,10.606198430672931,9.404430863729289,43,32,0,0
15058C,ICE CREAM DESIGN GARDEN PARASOL,-6.9308227615000755,-3.117641778464442,-6.468664273909502,24.026754457954198,-2.90325738110946,23.9338100047344,30,26,0,0
15060B,FAIRY CAKE DESIGN UMBRELLA,-50.52696412585268,-8.86999780752902,-48.67454094190414,-2.314333264058068,-7.752138826814527,-1.2149878809915542,96,68,0,0
16008,SMALL FOLDING SCISSOR(POINTED EDGE),94.83850216957184,-7.274497483083699,93.97997217342308,-48.919249269730265,-6.7742672225887395,-47.007847283584965,70,54,0,0
16010,FOLDING CAMPING SCISSOR W/KNIF & S,0.6627074811525002,-0.3117641778464442,0.6852676328658942,-2.3246064158538835,-0.290325738110946,-2.2380656282540623,3,3,0,0
16011,ANIMAL STICKERS,78.4440170333313,-4.780384060312144,77.59855243566722,-26.677675848641357,-4.451661317701172,-25.532488880121964,46,38,0,0
16012,FOOD/DRINK SPONGE STICKERS,68.10025355234127,-3.7411701341573305,67.32152263123983,-20.22840056988638,-3.4839088573313517,-19.34534015994978,35,33,0,0
16014,SMALL CHINESE STYLE SCISSOR,45.94673220760793,-5.6117552012359955,45.75927199439419,-27.54028021779102,-5.225863285997028,-26.27250048466385,54,34,0,0
16015,MEDIUM CHINESE STYLE SCISSOR,13.559652007335277,-2.494113422771554,13.596048520855206,-11.882650238656767,-2.322605904887568,-11.326439584016114,24,19,0,0
16016,LARGE CHINESE STYLE SCISSOR,36.91407350857923,-6.754890520006291,37.00933201757945,-14.90034783490385,-6.29039099240383,-13.744295034806218,65,41,0,0
16020C,CLEAR STATIONERY BOX SET ,-1.2837456127681917,-0.2078427852309628,-1.238598260840539,-1.3962636608734327,-0.193550492073964,-1.3416811489400806,2,1,0,0
16033,MINI HIGHLIGHTER PENS,9.264855747285504,-0.4156855704619256,9.148700731469564,-2.6356428398355796,-0.387100984147928,-2.529658303467994,4,4,0,0
16043,POP ART PUSH DOWN RUBBER ,4.262667030742068,-0.2078427852309628,4.211041076573824,-1.3382846132105661,-0.193550492073964,-1.2848774988312361,2,2,0,0
16045,POPART WOODEN PENCILS ASST,159.81876164067495,-7.1705760904682165,157.81508761784997,-53.568263531103206,-6.6774919765517575,-51.57575118532963,68,61,0,0
16046,TEATIME PEN CASE & PENS,-6.274639774772325,-1.4548994966167397,-6.005919705370085,-8.710896418961479,-1.354853444517748,-8.350367790585082,13,13,0,0
16048,TEATIME ROUND PENCIL SHARPENER ,74.81845274885879,-4.988226845543108,74.05899534347394,-32.82140035343891,-4.645211809775136,-31.525386555621548,47,41,0,0
16049,TEATIME GEL PENS ASST,11.581069684106879,-0.5196069630774071,11.435875914336954,-2.3737098516195365,-0.48387623018491,-2.2598972599592266,5,5,0,0
16052,TEATIME PUSH DOWN RUBBER,12.418240249325521,-0.6235283556928884,12.269813940560514,-2.4971670037507825,-0.580651476221892,-2.3677134201151313,6,5,0,0
16054,POPART RECT PENCIL SHARPENER ASST,57.18189134938688,10.85059913731717,54.99657409673795,-23.562545091859757,-2.6504318914793177,-22.72504475240954,34,29,0,0
16151A,FLOWERS HANDBAG blue and orange,1.0324683240531842,-0.3117641778464442,1.048576922026852,-0.18449745065101864,-0.290325738110946,-0.14134266100112614,3,3,0,0
16156L,"WRAP, CAROUSEL",37.50122797657702,-1.8705850670786652,37.05164801445553,-4.384506162965797,-1.7419544286656758,-4.059132892747904,18,17,0,0
16156S,WRAP PINK FAIRY CAKES ,349.3386287019005,-17.354872566785396,345.14291423721073,-41.20331685845111,-16.16146608817599,-38.17393592585882,167,135,3,0
16161G,WRAP BAD HAIR DAY,46.519576495262065,-2.286270637540591,45.95814255315113,-15.375952930685076,-2.129055412813604,-14.775199594255252,22,22,0,0
16161M,WRAP  PINK FLOCK,2.06970670822092,-0.1039213926154814,2.04496899009342,-0.2462363118879042,-0.096775246036982,-0.2281062427393405,1,1,0,0
16161P,WRAP ENGLISH ROSE ,513.0151516753048,-11.492500275011333,505.32197944887804,-61.98130597431884,-21.857293604985273,-57.7574337115804,249,189,3,1
16161U,WRAP SUKI AND FRIENDS,279.04064476692355,0.3545384831535471,274.1331641204199,-33.40560765120928,-10.824915556769325,-31.25879614423034,135,105,3,0
16162L,THE KING GIFT BAG,-3.974490452604803,-0.6235283556928884,-3.8368978789086032,-4.430370347882242,-0.580651476221892,-4.261725322273761,6,5,0,0
16162M,THE KING GIFT BAG 25x24x12cm,-3.876841573187531,-0.7274497483083698,-3.7295784310069577,-5.280839283942961,-0.677426722258874,-5.081814702912137,7,6,0,0
16168M,FUNKY MONKEY GIFT BAG MEDIUM,20.194512504779187,-2.0784278523096282,20.069647223306816,-9.031007025175215,-1.93550492073964,-8.58515983896615,20,19,0,0
16169E,WRAP 50'S  CHRISTMAS,307.5699636344669,12.9718012949339,300.78372949408,-38.97289050056606,-10.230352081174773,-36.79393229750424,151,143,3,0
16169K,WRAP FOLK ART,16.55765366576736,-0.8313711409238512,16.35975192074736,-1.9698904951032337,-0.774201968295856,-1.824849941914724,8,8,0,0
16169M,WRAP DAISY CARPET ,52.21007742784096,-2.7019562080025166,51.594853489398105,-6.712502540692618,-2.5161563969615317,-6.234828908864315,25,24,0,0
16169N,WRAP BLUE RUSSIAN FOLKART,2.06970670822092,-0.1039213926154814,2.04496899009342,-0.2462363118879042,-0.096775246036982,-0.2281062427393405,1,1,0,0
16169P,WRAP GREEN RUSSIAN FOLKART ,4.13941341644184,-0.2078427852309628,4.08993798018684,-0.4924726237758084,-0.193550492073964,-0.456212485478681,2,2,0,0
16202A,PASTEL PINK PHOTO ALBUM ,-1.1604919984679638,-0.2078427852309628,-1.1174951644535533,-1.4872111866191058,-0.193550492073964,-1.4307849138166995,2,2,0,0
16202B,PASTEL BLUE PHOTO ALBUM ,1.5510875161370523,-0.2078427852309628,1.5467729560601353,-0.8619469471176047,-0.193550492073964,-0.818196530289945,2,2,0,0
16202E,BLACK PHOTO ALBUM ,-2.197730382635699,0.6907703130952698,-2.2349903289071067,-2.9460012714426886,1.8895605091009748,-3.142803585525227,4,4,0,0
16206B,RED PURSE WITH PINK HEART,-1.1604919984679636,-0.2078427852309628,-1.1174951644535533,-1.1887896177661166,-0.193550492073964,-1.138413185315294,2,2,0,0
16207A,PINK STRAWBERRY HANDBAG ,-3.4558712605209347,-0.5196069630774071,-3.3387018448753194,-2.0354987402528155,-0.48387623018491,-1.9285426343243,5,4,0,0
16207B,PINK HEART RED HANDBAG,-2.541886490653427,-0.3117641778464442,-2.463412873195738,-1.8863530261669224,-0.290325738110946,-1.8086968612548553,3,3,0,0
16216,LETTER SHAPE PENCIL SHARPENER,46.27959376108636,-4.260777097234738,45.938459424703616,-31.29100966243314,-3.967785087516262,-30.11798835680898,41,38,0,0
16218,CARTOON  PENCIL SHARPENERS,77.60207640799811,-5.19606963077407,76.81679926340394,-38.09430229922165,-4.8387623018490995,-36.665115682427505,50,43,0,0
16219,HOUSE SHAPE PENCIL SHARPENER,84.43223466427656,9.39569964070043,81.93069660862803,-35.48332074760758,-4.3252485728861005,-34.17678045923144,48,41,0,0
16225,RATTLE SNAKE EGGS,-10.301600888637191,-7.794104446161105,-9.268784190715563,-35.47661597214138,-7.25814345277365,-33.7720429329697,75,57,0,0
16235,RECYCLED PENCIL WITH RABBIT ERASER,62.51091036780004,-7.311176918296798,62.22044388308104,-54.33353759143098,-7.75265098060234,-52.17954782793717,81,68,0,0
16236,KITTY PENCIL ERASERS,57.41584283195388,-7.586261660930142,57.24438302271035,-48.908777962064,-7.064592960699685,-46.958173748631836,73,59,0,0
16237,SLEEPING CAT ERASERS,184.7950536110961,-2.9709460805418573,181.89594030755364,-107.53305265087808,-15.04159475906437,-103.3110156447891,163,109,3,0
16238,PARTY TIME PENCIL ERASERS,61.47844204374685,-8.105868624007549,61.292970057441174,-51.88274148360498,-7.548469190884596,-49.80615585677675,78,61,0,0
16244B,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,-1.1604919984679638,-0.2078427852309628,-1.1174951644535533,-1.2399476009980575,-0.193550492073964,-1.188534053058392,2,2,0,0
16248B,BLUE HOLE PUNCH,-5.479138559090495,-0.7274497483083698,-5.303918684037774,-4.9778703388026875,-0.677426722258874,-4.784987786166901,7,7,0,0
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,-5.28384080025595,-0.9352925335393326,-5.089279788234483,-6.001249144118861,-0.8709772143328379,-5.7613434991128445,9,7,0,0
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,5.410603283176577,-2.9464784284465795,5.6386956248080065,-25.44570672648857,-3.6019466986558943,-24.44085214809091,39,29,0,0
16259,PIECE OF CAMO STATIONERY SET,60.93070924815964,11.058441922548132,58.65723428531821,-22.738113999112244,-2.670190223998044,-21.9146448015463,32,28,0,0
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,2.316213936821376,-0.1039213926154814,2.287175182867391,-0.3980049954759959,-0.096775246036982,-0.3767981503771982,1,1,0,0
17003,BROCADE RING PURSE ,368.548866726588,-18.60804619119499,364.1551353185473,-93.99919769446464,-11.189868157388728,-90.57443871844775,209,136,3,-1
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,0.9348194446359122,-0.2078427852309628,0.9412574741252062,1.1786881618009313,-0.193550492073964,1.18106919412919,2,2,0,0
17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,3.790487248309561,-0.6235283556928884,3.7925971934715053,-1.525733744379814,-0.580651476221892,-1.4159738315267472,6,6,0,0
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET ,7.987634628942064,-2.598034815387035,8.132625534955501,-7.156330580400009,-2.4193811509245498,-6.682797482126322,24,21,0,0
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,11.157083745635934,-3.7411701341573305,11.37189210045236,-9.665982298598296,-3.4839088573313517,-8.997051666591465,36,33,0,0
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET ,-7.386937929278728,-4.4686198824657,-6.768954800605912,-20.157546385732402,-4.161335579590226,-19.183955198403382,43,37,0,0
17012D,ORIGAMI ROSE INCENSE/CANDLE SET ,2.940760937057467,-4.572541275081182,3.389921647415558,-16.46461798876085,-4.258110825627208,-15.552754624924171,44,35,0,0
17012E,ORIGAMI OPIUM INCENSE/CANDLE SET ,1.2789755526536404,-0.3117641778464442,1.2907831148008233,-0.2527080949602733,-0.290325738110946,-0.20817048465858992,3,3,0,0
17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,2.4989559496224665,-4.364698489850219,2.933076558838295,-16.705409791309528,-4.064560333553244,-15.814941243763228,42,33,0,0
17013D,ORIGAMI ROSE INCENSE IN TUBE,11.920455732010057,-1.1431353187702955,11.837586408972856,-2.851841783816381,-1.064527706406802,-2.6495070998134214,11,10,0,0
17014A,ORIGAMI VANILLA INCENSE CONES,3.3951216705259206,-0.7274497483083698,3.4155042558252076,-3.693236537645058,-0.677426722258874,-3.5263971072846605,7,7,0,0
17021,NAMASTE SWAGAT INCENSE,58.59541507088005,-5.299991023389552,58.15313877132277,-28.212394775257064,-4.9355375478860815,-26.970403909094383,47,30,0,0
17028J,INCENSE BAZAAR PEACH,-0.2721119634834119,-0.1039213926154814,-0.255989841259312,-0.6998370965444478,-0.096775246036982,-0.6725112700614769,1,1,0,0
17038,PORCELAIN BUDAH INCENSE HOLDER,32.052464212484026,-1.9745064596941466,31.7093281249428,-13.792000427622513,-1.838729674702658,-13.262772751215154,19,18,0,0
17084A,TRANQUILITY MASALA INCENSE,14.734454186146897,-0.7274497483083698,14.556989123427911,-3.7887314396780147,-0.677426722258874,-3.6199560604051095,7,7,0,0
17084J,LOVE POTION MASALA INCENSE,16.80416089436782,-0.8313711409238512,16.60195811352133,-4.333389320418908,-0.774201968295856,-4.140434031645856,8,8,0,0
17084N,FAIRY DREAMS INCENSE ,68.20267249187309,-3.325484563695405,67.3766572251812,-17.31479935449059,-3.096807873183424,-16.54335847507762,32,25,0,0
17084P,DRAGONS BLOOD INCENSE,27.02944082117219,-1.3509781040012583,26.705699967601443,-7.0686155868774945,-1.2580781984807659,-6.754518756989642,13,12,0,0
17084R,ASSORTED INCENSE PACK,62.53777629417715,-2.8058776006179977,61.75372993741956,-14.368120090673312,-2.612931642998514,-13.722107496395695,27,16,0,0
17090A,LAVENDER INCENSE 40 CONES IN TIN,1.0997424084729492,-1.0392139261548141,1.1942975754034413,-3.1927854350239775,-0.96775246036982,-2.99667703905875,10,9,0,0
17090D,VANILLA INCENSE 40 CONES IN TIN,-9.576882625995525,-1.3509781040012583,-9.261919659333364,-8.899502964545071,-1.2580781984807659,-8.548288923662074,12,6,0,0
17091A,LAVENDER INCENSE IN TIN,-5.3237557154825605,-2.598034815387035,-4.946508874838971,-15.649124218938123,-2.4193811509245498,-15.003418426011082,25,19,0,0
17091J,VANILLA INCENSE IN TIN,82.09869492130719,-9.456846728008808,81.70130901291934,-42.21417022309911,-8.806547389365361,-40.162797383816134,87,66,0,0
17096,ASSORTED LAQUERED INCENSE HOLDERS,24.810875763768085,-1.3509781040012583,24.52584423263569,-7.467647856086634,-1.2580781984807659,-7.145461525385807,13,12,0,0
17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",-25.582033436061113,-4.780384060312144,-24.612460914948855,-14.140559424600353,-4.451661317701172,-13.249534891880064,46,42,0,0
17109D,FLOWER FAIRY INCENSE BOUQUET,1.3510196971879567,-0.5196069630774071,1.384318914217129,-2.570952298080465,-0.48387623018491,-2.4531410500353936,5,4,0,0
17129F,BLUE GLASS GEMS IN BAG,13.538817332566873,0.13448391480476252,13.287873825635609,-5.872285771620814,-1.2381491480327689,-5.585147455276491,20,11,0,0
17136A,BLUE STONES ON WIRE FOR CANDLE,17.683000809123264,-1.7666636744631838,17.567833144636133,-12.964158802659536,-1.645179182628694,-12.477990132753943,17,16,0,0
17164B,ASS COL SMALL SAND GECKO P'WEIGHT,-5.776855257456862,-0.9352925335393326,-5.573692173782426,-6.943124457622487,-0.8709772143328379,-6.684124364116328,9,9,0,0
17165D,ASS COL LARGE SAND FROG P'WEIGHT,-3.753587958887303,-0.7274497483083698,-3.608475334619972,-4.290079675351036,-0.677426722258874,-4.111140564287471,7,6,0,0
17174,ASSTD RASTA KEY-CHAINS,-1.9256184191522874,-0.3117641778464442,-1.8578973912608088,-2.3143748192074955,-0.290325738110946,-2.228041454705443,3,3,0,0
17191A,ROSE FLOWER CANDLE+INCENSE 16X16CM,-1.5302528413686476,-0.2078427852309628,-1.4808044536145109,-0.8335258453220816,-0.193550492073964,-0.7903516037660016,2,1,0,0
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,21.724765346147834,-1.8705850670786652,21.550451676921327,-12.228730258530085,-1.7419544286656758,-11.744332613356278,17,15,0,0
18094C,WHITE AND BLUE CERAMIC OIL BURNER,1.3414795769588541,-1.558820889232221,1.4886886221376971,-3.943650374119164,-1.45162869055473,-3.6666289945008104,15,13,0,0
18097A,PINK TALL PORCELAIN T-LIGHT HOLDER ,-3.430266525637979,-0.4156855704619256,-3.324918196389979,-2.6475797025896997,-0.387100984147928,-2.5413531726080505,4,4,0,0
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,-9.517394227494664,13.197994819236321,-10.795874018328204,3.9434795072172824,9.357076549137838,2.593221045647285,54,43,0,0
18098C,PORCELAIN BUTTERFLY OIL BURNER,-17.242457013182417,-3.9490129193882932,-16.509387365525065,-4.354865935728348,-3.677459349405316,-3.7673301558809045,36,24,0,0
20615,BLUE POLKADOT PASSPORT COVER,-6.935592821614626,-3.6372487415418493,-6.4164794199492174,-16.24422094985132,-3.3871336112943697,-15.455069180781408,35,28,0,0
20616,CHERRY BLOSSOM PASSPORT COVER,-11.363182816193731,-2.598034815387035,-10.880560597801278,-14.993165189497459,-2.4193811509245498,-14.360757521838469,25,19,0,0
20617,FIRST CLASS PASSPORT COVER ,-18.167736337589226,-2.7019562080025166,-17.55501454757084,-14.09062056681033,-2.5161563969615317,-13.463371834480018,26,20,0,0
20618,QUEEN OF THE SKIES PASSPORT COVER ,-19.94449640755833,-2.9097989932334793,-19.278025193959323,-15.76882155749535,-2.709706889035496,-15.081274654537618,28,20,0,0
20619,TROPICAL PASSPORT COVER ,-7.342252953937568,-2.286270637540591,-6.963910567961709,-7.720444951043057,-2.129055412813604,-7.274890185765863,22,16,0,0
20622,VIPPASSPORT COVER ,-14.993517160780806,-3.325484563695405,-14.367932836034264,-14.340815262607082,-3.096807873183424,-13.629665363612187,32,24,0,0
20652,BLUE POLKADOT LUGGAGE TAG ,-15.265629124264217,-3.4294059563108865,-14.623922677293576,-16.964192528672513,-3.193583119220406,-16.186721260814153,33,26,0,0
20653,CHERRY BLOSSOM LUGGAGE TAG,-2.002432623801155,-0.6235283556928884,-1.8992483367168298,-2.576177666742336,-0.580651476221892,-2.4451223158516946,6,5,0,0
20654,FIRST CLASS LUGGAGE TAG ,-11.337578081310776,-2.494113422771554,-10.866776949315938,-13.03256801730362,-2.322605904887568,-12.453045311174863,23,21,0,0
20655,QUEEN OF SKIES LUGGAGE TAG,-23.42597240296222,-3.5333273489263677,-22.630510687319983,-22.462648452373028,-3.290358365257388,-21.56056992517823,34,20,0,0
20657,TROPICAL LUGGAGE TAG,-14.737469811951247,-2.286270637540591,-14.23009635118086,-14.205571958745447,-2.129055412813604,-13.628545519999264,22,20,0,0
20658,RED RETROSPOT LUGGAGE TAG,-23.008017716099978,-6.339204949544365,-21.912741328941298,-29.117281515741457,-5.903290008255902,-27.725564362975692,59,44,0,0
20659,ECONOMY LUGGAGE TAG,-19.77480338360674,-3.2215631710799233,-19.077169946641373,-18.202565004244043,-3.000032627146442,-17.426264800643622,29,18,0,0
20661,BLUE POLKADOT PURSE ,-3.948885717721847,-0.5196069630774071,-3.823114230423263,-2.221941168031445,-0.48387623018491,-2.1112053523213685,5,3,0,0
20662,FIRST CLASS HOLIDAY PURSE ,-3.702378489121391,-0.5196069630774071,-3.5809080376492917,-1.8865721668442759,-0.48387623018491,-1.7826352193388368,5,4,0,0
20663,QUEEN OF THE SKIES HOLIDAY PURSE ,-2.665140104953655,-0.3117641778464442,-2.584515969582724,-1.8647529888023249,-0.290325738110946,-1.7875347170966582,3,3,0,0
20664,TROPICAL HOLIDAY PURSE ,-2.2953792620529714,-0.3117641778464442,-2.2212066804217665,-1.5231313452201412,-0.290325738110946,-1.4528387002788588,3,3,0,0
20665,RED RETROSPOT PURSE ,-31.94302753571141,-7.586261660930142,-30.55536185785439,-4.804912195771746,-7.064592960699685,-3.748416768776493,73,58,0,0
20666,ECONOMY HOLIDAY PURSE,-3.553520139938207,-0.4156855704619256,-3.4460212927769653,-2.7015797960011922,-0.387100984147928,-2.594258533003542,4,4,0,0
20667,CHERRY BLOSSOM PURSE,-0.8883800349845518,-0.1039213926154814,-0.8615053231942413,-0.6753949490002981,-0.096775246036982,-0.6485646332508855,1,1,0,0
20668,DISCO BALL CHRISTMAS DECORATION,336.70124039316767,-19.121536241248577,332.9193856706482,-126.62139046843686,-17.806645270804687,-121.63699724610163,181,111,3,-1
20669,RED HEART LUGGAGE TAG,-23.51232672784019,-4.8843054529276255,-22.567491924855435,-25.769447005595126,-4.548436563738154,-24.629534207458725,42,36,0,0
20670,VIP HOLIDAY PURSE,-5.083772981306854,-0.6235283556928884,-4.926825746391476,-3.394136976417481,-0.580651476221892,-3.2464993012107843,6,5,0,0
20671,BLUE TEATIME PRINT BOWL ,-0.7907311555672796,-0.2078427852309628,-0.7541858752925956,-0.9756313542996957,-0.193550492073964,-0.9295762363857185,2,2,0,0
20674,GREEN POLKADOT BOWL,-12.863828811242975,-9.05339498359452,-11.648475535858264,-48.04934399964554,-11.53649256611279,-45.509059555725045,150,101,0,0
20675,BLUE POLKADOT BOWL,6.6363402258920505,-10.312685521027936,7.6492873722695,-59.76773370717628,-15.814841679451932,-56.40905768717065,225,150,1,0
20676,RED RETROSPOT BOWL,53.647669986860876,-7.042231131617087,53.48241203763251,-55.81234462617345,-17.945369156439764,-52.24461582538941,301,186,1,0
20677,PINK POLKADOT BOWL,32.005750096970615,-17.642191135466376,33.37827840025186,-45.440218010698544,-19.017071878354077,-41.93726729611382,221,133,1,0
20678,LARGE BLACK DIAMANTE HAIRSLIDE,-0.5186191920838679,-0.1039213926154814,-0.4981960340332837,-0.4679209058929819,-0.096775246036982,-0.445296669626099,1,1,0,0
20679,EDWARDIAN PARASOL RED,-115.10911709922985,-18.51635862462715,-111.07406308385272,194.38622982558383,-4.549710573866621,191.06314389440632,273,142,1,-1
20681,PINK POLKADOT CHILDRENS UMBRELLA,-21.01210958672357,-1.5282583670429397,-20.47822224932492,-7.258714976517515,-0.817548549922726,-7.0005704348247235,35,30,0,0
20682,RED RETROSPOT CHILDRENS UMBRELLA,-62.89174722828604,0.2750626997035288,-61.82452369696541,31.500566785368452,5.7067212656880315,30.087219866937463,188,140,1,0
20684,STRAWBERRY DREAM CHILDS UMBRELLA,-22.881748475995398,-3.325484563695405,-22.11853100480136,-12.753780938345091,-3.096807873183424,-12.074804666515188,32,30,0,0
20685,DOORMAT RED RETROSPOT,-246.30019921317415,0.1649803082046017,-242.0208329350954,612.5056810957255,100.54828679189306,586.4380802515418,583,329,2,-1
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,-33.68464275056845,-6.65096912739081,-32.368958563678106,-7.2111933848044405,-6.193615746366848,-6.224159433976586,64,51,0,0
20694,FLORAL PINK MONSTER,-6.69084002732437,-1.1431353187702955,-6.448981145462008,-1.6001764607415585,-1.064527706406802,-1.4232165356989546,10,9,0,0
20695,FLORAL BLUE MONSTER,-3.430266525637979,-0.4156855704619256,-3.324918196389979,-2.164420972065812,-0.387100984147928,-2.0679894217010126,4,4,0,0
20696,FLORAL SOFT CAR TOY,-6.172220835240502,-1.0392139261548141,-5.950785111428724,-1.609730065013359,-0.96775246036982,-1.4457146316751044,10,10,0,0
20697,LITTLE GREEN MONSTER SOFT TOY,-7.009391400459142,-0.9352925335393326,-6.784723137652285,-5.123605520673118,-0.8709772143328379,-4.9014921680534735,9,8,0,0
20698,LITTLE PINK MONSTER SOFT TOY,-6.12101136547459,-0.8313711409238512,-5.923217814458043,-4.425473690236402,-0.774201968295856,-4.230651593583433,7,7,0,0
20699,MOUSEY LONG LEGS SOFT TOY,-7.553615327425966,-1.1431353187702955,-7.296702820170909,-5.07039298997489,-1.064527706406802,-4.823082064272442,11,11,0,0
20700,GREEN CAT FLORAL CUSHION COVER ,-2.813998454136839,-0.4156855704619256,-2.7194027144550503,-1.240735163711322,-0.387100984147928,-1.1630293096728528,4,4,0,0
20701,PINK CAT FLORAL CUSHION COVER ,-2.2953792620529714,-0.3117641778464442,-2.2212066804217665,-1.2502887679831227,-0.290325738110946,-1.1855274056490026,3,3,0,0
20702,PINK PADDED MOBILE,-24.812136955262236,-4.1568557046192565,-23.924243542101884,-3.042598595488463,-3.87100984147928,-2.4553898070891833,40,31,0,0
20703,BLUE PADDED SOFT MOBILE,-3.9232809828388904,7.329505614438441,-4.657052256646824,-3.130738433113587,11.81662503822232,-4.671490051689719,4,3,0,0
20704,MR ROBOT SOFT TOY,-14.458833354043083,0.26896782960952464,-14.235995831143013,1.8856204558551848,7.532808088668381,0.8247425374313468,40,38,0,0
20705,MRS ROBOT SOFT TOY,-11.71210898432601,-1.9072645022917654,-11.299004480903596,-0.0725250282027089,-2.0065740428498904,0.201356973620463,29,27,0,0
20707,CRAZY DAISY HEART DECORATION,-13.267966560577614,-2.2190286801382095,-12.793592583003448,-15.864754740883015,-2.5840462756048423,-15.192322640135888,32,20,0,0
20711,JUMBO BAG TOYS ,17.53085212827367,-2.054004286073981,17.449788959672116,33.426648057485906,-8.04537649467932,33.841233558307735,252,152,1,0
